OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Region,Sales,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude,ShippingDelay,OrderMonth,OrderYear
2014-06-20,Technology,New York City,United States,Allen Rosenblatt,0.0,CA-2014-140844,10035,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10,8,East,103,Corporate,2014-06-24,Standard Class,New York,Accessories,4,135,Shipped Early,6,,103.12,0.0970873786407767,,40.8011,-73.9371,-2,6,2014
2014-06-20,Technology,Newark,United States,Katharine Harms,0.2,CA-2014-128944,43055,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",2,9,East,122,Corporate,2014-06-22,Second Class,Ohio,Accessories,2,160,Shipped Early,3,,122.33,0.01639344262295082,,40.0724,-82.4046,-1,6,2014
2014-06-21,Office Supplies,Belleville,United States,Toby Ritter,0.0,CA-2014-101434,7109,Avery 508,5,2,East,10,Consumer,2014-06-28,Standard Class,New Jersey,Labels,7,13,Shipped Late,6,,9.82,0.5,,40.7946,-74.1631,1,6,2014
2014-06-21,Office Supplies,Miami,United States,Pauline Johnson,0.2,CA-2014-151218,33180,Plastic Stacking Crates & Casters,0,1,South,4,Consumer,2014-06-24,First Class,Florida,Storage,3,6,Shipped Late,1,,4.46,0.0,,25.9597,-80.1403,2,6,2014
2014-06-21,Office Supplies,New Rochelle,United States,Jeremy Ellison,0.2,CA-2014-132934,10801,Acco D-Ring Binder w/DublLock,19,3,East,51,Consumer,2014-06-27,Standard Class,New York,Binders,6,67,Shipped On Time,6,,51.31,0.37254901960784315,,40.9166,-73.7877,0,6,2014
2014-06-21,Office Supplies,Parma,United States,Shui Tom,0.2,CA-2014-106852,44134,Newell 35,1,2,East,5,Consumer,2014-06-28,Standard Class,Ohio,Art,7,7,Shipped Late,6,,5.25,0.2,,41.3853,-81.7044,1,6,2014
2014-06-21,Office Supplies,Parma,United States,Shui Tom,0.2,CA-2014-106852,44134,Xerox 203,11,6,East,31,Consumer,2014-06-28,Standard Class,Ohio,Paper,7,41,Shipped Late,6,,31.1,0.3548387096774194,,41.3853,-81.7044,1,6,2014
2014-06-21,Office Supplies,Richmond,United States,Paul Gonzalez,0.0,US-2014-135986,23223,Xerox 230,16,5,South,32,Consumer,2014-06-28,Standard Class,Virginia,Paper,7,42,Shipped Late,6,,32.4,0.5,,37.5477,-77.3948,1,6,2014
2014-06-21,Technology,Belleville,United States,Toby Ritter,0.0,CA-2014-101434,7109,Razer Kraken PRO Over Ear PC and Music Headset,72,3,East,240,Consumer,2014-06-28,Standard Class,New Jersey,Accessories,7,314,Shipped Late,6,,239.97,0.3,,40.7946,-74.1631,1,6,2014
2014-06-21,Technology,New Rochelle,United States,Jeremy Ellison,0.0,CA-2014-132934,10801,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,15,5,East,150,Consumer,2014-06-27,Standard Class,New York,Accessories,6,196,Shipped On Time,6,,149.95,0.1,,40.9166,-73.7877,0,6,2014
2014-06-21,Technology,Richmond,United States,Paul Gonzalez,0.0,US-2014-135986,23223,BlackBerry Q10,126,4,South,504,Consumer,2014-06-28,Standard Class,Virginia,Phones,7,660,Shipped Late,6,,503.96,0.25,,37.5477,-77.3948,1,6,2014
2014-06-22,Furniture,Cleveland,United States,Alan Shonely,0.2,CA-2014-101049,44105,"Stacking Tray, Side-Loading, Legal, Smoke",2,5,East,18,Consumer,2014-06-26,Second Class,Ohio,Furnishings,4,23,Shipped Late,3,,17.92,0.1111111111111111,,41.4509,-81.619,1,6,2014
2014-06-22,Office Supplies,Cleveland,United States,Alan Shonely,0.7,CA-2014-101049,44105,Deluxe Heavy-Duty Vinyl Round Ring Binder,-34,6,East,41,Consumer,2014-06-26,Second Class,Ohio,Binders,4,54,Shipped Late,3,,41.26,-0.8292682926829268,,41.4509,-81.619,1,6,2014
2014-06-22,Office Supplies,Wheeling,United States,Eugene Hildebrand,0.0,CA-2014-124744,26003,Ibico Standard Transparent Covers,40,5,East,82,Home Office,2014-06-26,Standard Class,West Virginia,Binders,4,108,Shipped Early,6,,82.4,0.4878048780487805,,40.1027,-80.6476,-2,6,2014
2014-06-22,Office Supplies,Wheeling,United States,Eugene Hildebrand,0.0,CA-2014-124744,26003,Xerox 1908,219,8,East,448,Home Office,2014-06-26,Standard Class,West Virginia,Paper,4,587,Shipped Early,6,,447.84,0.4888392857142857,,40.1027,-80.6476,-2,6,2014
2014-06-22,Office Supplies,Wheeling,United States,Eugene Hildebrand,0.0,CA-2014-124744,26003,Zipper Ring Binder Pockets,3,2,East,6,Home Office,2014-06-26,Standard Class,West Virginia,Binders,4,8,Shipped Early,6,,6.24,0.5,,40.1027,-80.6476,-2,6,2014
2014-06-23,Furniture,Detroit,United States,Rick Bensley,0.0,CA-2014-105823,48227,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",146,2,Central,488,Home Office,2014-06-27,Standard Class,Michigan,Chairs,4,639,Shipped Early,6,,487.96,0.29918032786885246,,42.3883,-83.1937,-2,6,2014
2014-06-23,Office Supplies,Chicago,United States,Joe Kamberova,0.8,CA-2014-155936,60653,Wilson Jones Standard D-Ring Binders,-5,3,Central,3,Consumer,2014-06-30,Standard Class,Illinois,Binders,7,4,Shipped Late,6,,3.04,-1.6666666666666667,,41.8196,-87.6126,1,6,2014
2014-06-23,Office Supplies,Miami,United States,Dan Campbell,0.2,US-2014-133781,33178,"#10 White Business Envelopes,4 1/8 x 9 1/2",13,3,South,38,Consumer,2014-06-24,First Class,Florida,Envelopes,1,49,Shipped On Time,1,,37.61,0.34210526315789475,,25.8141,-80.3549,0,6,2014
2014-06-23,Office Supplies,Philadelphia,United States,Paul Lucas,0.7,CA-2014-165757,19140,GBC Plasticlear Binding Covers,-8,3,East,10,Home Office,2014-06-29,Standard Class,Pennsylvania,Binders,6,14,Shipped On Time,6,,10.33,-0.8,,40.0118,-75.1456,0,6,2014
2014-06-23,Office Supplies,Philadelphia,United States,Paul Lucas,0.2,CA-2014-165757,19140,Plastic Stacking Crates & Casters,1,2,East,9,Home Office,2014-06-29,Standard Class,Pennsylvania,Storage,6,12,Shipped On Time,6,,8.93,0.1111111111111111,,40.0118,-75.1456,0,6,2014
2014-06-23,Office Supplies,Philadelphia,United States,Paul Lucas,0.7,CA-2014-165757,19140,Wilson Jones Century Plastic Molded Ring Binders,-24,5,East,31,Home Office,2014-06-29,Standard Class,Pennsylvania,Binders,6,41,Shipped On Time,6,,31.16,-0.7741935483870968,,40.0118,-75.1456,0,6,2014
2014-06-25,Furniture,New York City,United States,George Ashbrook,0.0,CA-2014-136350,10011,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",50,3,East,277,Consumer,2014-06-27,Second Class,New York,Furnishings,2,363,Shipped Early,3,,276.69,0.18050541516245489,,40.7402,-73.9996,-1,6,2014
2014-06-25,Furniture,New York City,United States,George Ashbrook,0.1,CA-2014-136350,10011,Global Deluxe Office Fabric Chairs,33,2,East,173,Consumer,2014-06-27,Second Class,New York,Chairs,2,226,Shipped Early,3,,172.76,0.1907514450867052,,40.7402,-73.9996,-1,6,2014
2014-06-25,Office Supplies,Akron,United States,Maria Bertelson,0.2,CA-2014-105074,44312,Southworth 25% Cotton Linen-Finish Paper & Envelopes,7,3,East,22,Consumer,2014-06-30,Standard Class,Ohio,Paper,5,28,Shipped Early,6,,21.74,0.3181818181818182,,41.0334,-81.4385,-1,6,2014
2014-06-25,Office Supplies,Cranston,United States,Sonia Cooley,0.0,CA-2014-132955,2920,GBC Prestige Therm-A-Bind Covers,48,3,East,103,Consumer,2014-06-29,Standard Class,Rhode Island,Binders,4,135,Shipped Early,6,,102.93,0.46601941747572817,,41.7716,-71.4659,-2,6,2014
2014-06-25,Office Supplies,Decatur,United States,Matthew Clasen,0.8,US-2014-151316,62521,Ibico Hi-Tech Manual Binding System,-320,3,Central,183,Corporate,2014-07-01,Standard Class,Illinois,Binders,6,240,Shipped On Time,6,,182.99,-1.7486338797814207,,39.8395,-88.9465,0,6,2014
2014-06-25,Office Supplies,Decatur,United States,Matthew Clasen,0.2,US-2014-151316,62521,Xerox 1971,3,3,Central,10,Corporate,2014-07-01,Standard Class,Illinois,Paper,6,13,Shipped On Time,6,,10.27,0.3,,39.8395,-88.9465,0,6,2014
2014-06-25,Office Supplies,Huntington Beach,United States,Caroline Jumper,0.0,CA-2014-122105,92646,Bulldog Vacuum Base Pencil Sharpener,26,8,West,96,Consumer,2014-06-29,Standard Class,California,Art,4,126,Shipped Early,6,,95.92,0.2708333333333333,,33.6654,-117.9686,-2,6,2014
2014-06-25,Office Supplies,Pomona,United States,Nicole Hansen,0.0,CA-2014-100384,91767,4009 Highlighters by Sanford,12,9,West,36,Corporate,2014-07-02,Standard Class,California,Art,7,47,Shipped Late,6,,35.82,0.3333333333333333,,34.0812,-117.7362,1,6,2014
2014-06-25,Office Supplies,Pomona,United States,Nicole Hansen,0.0,CA-2014-100384,91767,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,112,8,West,386,Corporate,2014-07-02,Standard Class,California,Art,7,505,Shipped Late,6,,385.6,0.29015544041450775,,34.0812,-117.7362,1,6,2014
2014-06-25,Office Supplies,San Francisco,United States,Kean Thornton,0.0,CA-2014-159107,94110,"Acco Bankers Clasps, 5 3/4-Long",1,1,West,3,Consumer,2014-06-27,Second Class,California,Fasteners,2,4,Shipped Early,3,,2.88,0.3333333333333333,,37.7509,-122.4153,-1,6,2014
2014-06-26,Furniture,New York City,United States,Sarah Brown,0.2,CA-2014-116127,10024,DMI Eclipse Executive Suite Bookcases,-5,1,East,401,Consumer,2014-06-28,Second Class,New York,Bookcases,2,525,Shipped Early,3,,400.78,-0.012468827930174564,,40.7864,-73.9764,-1,6,2014
2014-06-26,Furniture,Seattle,United States,Anne McFarland,0.0,US-2014-124821,98115,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",148,4,West,871,Consumer,2014-06-30,Second Class,Washington,Tables,4,1142,Shipped Late,3,,871.4,0.16991963260619977,,47.6849,-122.2968,1,6,2014
2014-06-26,Office Supplies,Springfield,United States,Max Ludwig,0.2,CA-2014-133648,97477,Alphabetical Labels for Top Tab Filing,27,6,West,71,Home Office,2014-07-03,Standard Class,Oregon,Labels,7,93,Shipped Late,6,,71.04,0.38028169014084506,,44.0611,-123.0153,1,6,2014
2014-06-26,Office Supplies,Springfield,United States,Max Ludwig,0.2,CA-2014-133648,97477,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",1,2,West,5,Home Office,2014-07-03,Standard Class,Oregon,Art,7,7,Shipped Late,6,,5.34,0.2,,44.0611,-123.0153,1,6,2014
2014-06-26,Office Supplies,Springfield,United States,Max Ludwig,0.2,CA-2014-133648,97477,Plymouth Boxed Rubber Bands by Plymouth,-2,3,West,11,Home Office,2014-07-03,Standard Class,Oregon,Fasteners,7,15,Shipped Late,6,,11.3,-0.18181818181818182,,44.0611,-123.0153,1,6,2014
2014-06-26,Technology,Bolingbrook,United States,Fred McMath,0.2,CA-2014-134796,60440,Geemarc AmpliPOWER60,17,2,Central,148,Consumer,2014-07-02,Standard Class,Illinois,Phones,6,195,Shipped On Time,6,,148.48,0.11486486486486487,,41.6976,-88.0873,0,6,2014
2014-06-27,Furniture,La Porte,United States,Denny Blanton,0.0,CA-2014-157091,46350,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,32,5,Central,526,Consumer,2014-07-02,Standard Class,Indiana,Furnishings,5,690,Shipped Early,6,,526.45,0.060836501901140684,,41.5994,-86.7077,-1,6,2014
2014-06-27,Furniture,Miami,United States,Dan Reichenbach,0.2,CA-2014-148810,33180,Hon Comfortask Task/Swivel Chairs,-14,3,South,274,Corporate,2014-07-02,Standard Class,Florida,Chairs,5,358,Shipped Early,6,,273.55,-0.051094890510948905,,25.9597,-80.1403,-1,6,2014
2014-06-27,Office Supplies,Detroit,United States,Tracy Hopkins,0.0,CA-2014-133256,48227,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled",2,1,Central,5,Home Office,2014-06-28,First Class,Michigan,Paper,1,6,Shipped On Time,1,,4.54,0.4,,42.3883,-83.1937,0,6,2014
2014-06-27,Office Supplies,Detroit,United States,Tracy Hopkins,0.0,CA-2014-133256,48227,Fluorescent Highlighters by Dixon,5,4,Central,16,Home Office,2014-06-28,First Class,Michigan,Art,1,21,Shipped On Time,1,,15.92,0.3125,,42.3883,-83.1937,0,6,2014
2014-06-27,Office Supplies,Miami,United States,Dan Reichenbach,0.2,CA-2014-148810,33180,Avery 512,5,6,South,14,Corporate,2014-07-02,Standard Class,Florida,Labels,5,18,Shipped Early,6,,13.87,0.35714285714285715,,25.9597,-80.1403,-1,6,2014
2014-06-27,Office Supplies,New York City,United States,Denny Ordway,0.0,CA-2014-100636,10035,Safco Industrial Wire Shelving System,0,3,East,273,Consumer,2014-07-01,Standard Class,New York,Storage,4,358,Shipped Early,6,,272.94,0.0,,40.8011,-73.9371,-2,6,2014
2014-06-27,Office Supplies,New York City,United States,Scott Cohen,0.0,CA-2014-107132,10009,Acme Preferred Stainless Steel Scissors,8,5,East,28,Corporate,2014-07-01,Standard Class,New York,Supplies,4,37,Shipped Early,6,,28.4,0.2857142857142857,,40.7262,-73.9796,-2,6,2014
2014-06-27,Office Supplies,New York City,United States,Scott Cohen,0.2,CA-2014-107132,10009,GBC ProClick Punch Binding System,37,2,East,102,Corporate,2014-07-01,Standard Class,New York,Binders,4,134,Shipped Early,6,,102.37,0.3627450980392157,,40.7262,-73.9796,-2,6,2014
2014-06-27,Office Supplies,New York City,United States,Scott Cohen,0.0,CA-2014-107132,10009,"Hot File 7-Pocket, Floor Stand",214,4,East,714,Corporate,2014-07-01,Standard Class,New York,Storage,4,935,Shipped Early,6,,713.88,0.29971988795518206,,40.7262,-73.9796,-2,6,2014
2014-06-27,Office Supplies,New York City,United States,Scott Cohen,0.0,CA-2014-107132,10009,Xerox 1991,32,3,East,69,Corporate,2014-07-01,Standard Class,New York,Paper,4,90,Shipped Early,6,,68.52,0.463768115942029,,40.7262,-73.9796,-2,6,2014
2014-06-27,Office Supplies,San Diego,United States,Olvera Toch,0.0,CA-2014-115364,92105,Eldon Shelf Savers Cubes and Bins,2,12,West,84,Consumer,2014-07-03,Standard Class,California,Storage,6,110,Shipped On Time,6,,83.76,0.023809523809523808,,32.7423,-117.0947,0,6,2014
2014-06-27,Technology,Denver,United States,Nora Preis,0.2,CA-2014-138310,80219,Kensington Orbit Wireless Mobile Trackball for PC and Mac,65,9,West,432,Consumer,2014-07-01,Standard Class,Colorado,Accessories,4,566,Shipped Early,6,,431.93,0.15046296296296297,,39.6956,-105.0341,-2,6,2014
2014-06-27,Technology,Detroit,United States,Tracy Hopkins,0.0,CA-2014-133256,48227,Nortel Networks T7316 E Nt8 B27,136,8,Central,544,Home Office,2014-06-28,First Class,Michigan,Phones,1,713,Shipped On Time,1,,543.92,0.25,,42.3883,-83.1937,0,6,2014
2014-06-27,Technology,New York City,United States,Steven Cartwright,0.0,CA-2014-163531,10024,Mophie Juice Pack Helium for iPhone,67,3,East,240,Consumer,2014-07-01,Standard Class,New York,Phones,4,314,Shipped Early,6,,239.97,0.2791666666666667,,40.7864,-73.9764,-2,6,2014
2014-06-27,Technology,Philadelphia,United States,Chris Cortes,0.4,CA-2014-161410,19143,Bose SoundLink Bluetooth Speaker,42,3,East,358,Consumer,2014-07-04,Standard Class,Pennsylvania,Phones,7,469,Shipped Late,6,,358.2,0.11731843575418995,,39.9448,-75.2288,1,6,2014
2014-06-27,Technology,Philadelphia,United States,Chris Cortes,0.4,CA-2014-161410,19143,Plantronics Voyager Pro HD - Bluetooth Headset,73,14,East,546,Consumer,2014-07-04,Standard Class,Pennsylvania,Phones,7,715,Shipped Late,6,,545.92,0.1336996336996337,,39.9448,-75.2288,1,6,2014
2014-06-28,Furniture,Seattle,United States,Pauline Webber,0.0,CA-2014-116988,98105,Executive Impressions Supervisor Wall Clock,40,3,West,126,Corporate,2014-06-30,Second Class,Washington,Furnishings,2,166,Shipped Early,3,,126.3,0.31746031746031744,,47.6633,-122.3022,-1,6,2014
2014-06-28,Furniture,Watertown,United States,Michelle Arnett,0.1,CA-2014-123638,13601,"Situations Contoured Folding Chairs, 4/Set",32,3,East,192,Home Office,2014-07-05,Standard Class,New York,Chairs,7,251,Shipped Late,6,,191.65,0.16666666666666666,,43.9743,-75.9122,1,6,2014
2014-06-28,Office Supplies,Omaha,United States,Greg Tran,0.0,CA-2014-151190,68104,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",9,3,Central,20,Consumer,2014-07-02,Standard Class,Nebraska,Paper,4,26,Shipped Early,6,,20.07,0.45,,41.2919,-95.9999,-2,6,2014
2014-06-28,Office Supplies,Seattle,United States,Pauline Webber,0.0,CA-2014-116988,98105,Xerox 1997,9,3,West,19,Corporate,2014-06-30,Second Class,Washington,Paper,2,25,Shipped Early,3,,19.44,0.47368421052631576,,47.6633,-122.3022,-1,6,2014
2014-06-28,Technology,Seattle,United States,Pauline Webber,0.0,CA-2014-116988,98105,Logitech P710e Mobile Speakerphone,245,5,West,1287,Corporate,2014-06-30,Second Class,Washington,Accessories,2,1687,Shipped Early,3,,1287.45,0.19036519036519037,,47.6633,-122.3022,-1,6,2014
2014-06-30,Furniture,Dallas,United States,Max Engle,0.3,CA-2014-137449,75220,Bevis Round Conference Table Top & Single Column Base,-40,3,Central,307,Consumer,2014-07-01,First Class,Texas,Tables,1,403,Shipped On Time,1,,307.31,-0.13029315960912052,,32.8681,-96.8622,0,6,2014
2014-06-30,Furniture,Dallas,United States,Max Engle,0.32,CA-2014-137449,75220,OSullivan Plantations 2-Door Library in Landvery Oak,-96,3,Central,410,Consumer,2014-07-01,First Class,Texas,Bookcases,1,537,Shipped On Time,1,,410.0,-0.23414634146341465,,32.8681,-96.8622,0,6,2014
2014-06-30,Furniture,Milford,United States,Dan Reichenbach,0.0,CA-2014-143574,6460,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",9,2,East,25,Corporate,2014-07-03,First Class,Connecticut,Furnishings,3,33,Shipped Late,1,,25.16,0.36,,41.2175,-73.0549,2,6,2014
2014-06-30,Furniture,Milford,United States,Dan Reichenbach,0.0,CA-2014-143574,6460,"Hon Metal Bookcases, Putty",185,9,East,639,Corporate,2014-07-03,First Class,Connecticut,Bookcases,3,837,Shipped Late,1,,638.82,0.2895148669796557,,41.2175,-73.0549,2,6,2014
2014-06-30,Office Supplies,Anaheim,United States,Dean Katz,0.0,CA-2014-100650,92804,Tennsco 16-Compartment Lockers with Coat Rack,311,2,West,1296,Corporate,2014-07-04,Second Class,California,Storage,4,1698,Shipped Late,3,,1295.78,0.23996913580246915,,33.8186,-117.9729,1,6,2014
2014-06-30,Office Supplies,Dallas,United States,Max Engle,0.8,CA-2014-137449,75220,Belkin F9G930V10-GRY 9 Outlet Surge,-55,2,Central,21,Consumer,2014-07-01,First Class,Texas,Appliances,1,28,Shipped On Time,1,,21.39,-2.619047619047619,,32.8681,-96.8622,0,6,2014
2014-06-30,Office Supplies,Los Angeles,United States,Carol Triggs,0.2,CA-2014-137085,90004,Satellite Sectional Post Binders,102,9,West,313,Consumer,2014-07-07,Standard Class,California,Binders,7,410,Shipped Late,6,,312.55,0.3258785942492013,,34.0762,-118.3029,1,6,2014
2014-06-30,Office Supplies,Los Angeles,United States,William Brown,0.2,CA-2014-138149,90049,GBC DocuBind TL200 Manual Binding Machine,302,5,West,896,Consumer,2014-07-01,First Class,California,Binders,1,1174,Shipped On Time,1,,895.92,0.33705357142857145,,34.066,-118.474,0,6,2014
2014-06-30,Office Supplies,Los Angeles,United States,William Brown,0.0,CA-2014-138149,90049,Newell 328,3,2,West,12,Consumer,2014-07-01,First Class,California,Art,1,15,Shipped On Time,1,,11.68,0.25,,34.066,-118.474,0,6,2014
2014-06-30,Office Supplies,Los Angeles,United States,William Brown,0.0,CA-2014-138149,90049,"Trav-L-File Heavy-Duty Shuttle II, Black",39,3,West,131,Consumer,2014-07-01,First Class,California,Storage,1,171,Shipped On Time,1,,130.71,0.29770992366412213,,34.066,-118.474,0,6,2014
2014-06-30,Office Supplies,Mesquite,United States,Fred Chung,0.2,US-2014-126081,75150,Xerox 218,2,1,Central,5,Corporate,2014-07-05,Standard Class,Texas,Paper,5,7,Shipped Early,6,,5.18,0.4,,32.8154,-96.6307,-1,6,2014
2014-06-30,Office Supplies,Milford,United States,Dan Reichenbach,0.0,CA-2014-143574,6460,Acme Box Cutter Scissors,8,3,East,31,Corporate,2014-07-03,First Class,Connecticut,Supplies,3,40,Shipped Late,1,,30.69,0.25806451612903225,,41.2175,-73.0549,2,6,2014
2014-06-30,Office Supplies,Minneapolis,United States,Alex Avila,0.0,CA-2014-147039,55407,Avery Binding System Hidden Tab Executive Style Index Sets,6,2,Central,12,Consumer,2014-07-05,Standard Class,Minnesota,Binders,5,15,Shipped Early,6,,11.54,0.5,,44.9378,-93.2545,-1,6,2014
2014-06-30,Office Supplies,Minneapolis,United States,Alex Avila,0.0,CA-2014-147039,55407,"Belkin 325VA UPS Surge Protector, 6",91,3,Central,363,Consumer,2014-07-05,Standard Class,Minnesota,Appliances,5,476,Shipped Early,6,,362.94,0.25068870523415976,,44.9378,-93.2545,-1,6,2014
2014-06-30,Technology,Los Angeles,United States,William Brown,0.0,CA-2014-138149,90049,Enermax Briskie RF Wireless Keyboard and Mouse Combo,22,3,West,62,Consumer,2014-07-01,First Class,California,Accessories,1,82,Shipped On Time,1,,62.31,0.3548387096774194,,34.066,-118.474,0,6,2014
2014-07-01,Furniture,Chicago,United States,Gary Hansen,0.3,CA-2014-163006,60653,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,-179,3,Central,569,Home Office,2014-07-05,Second Class,Illinois,Chairs,4,746,Shipped Late,3,,569.06,-0.3145869947275923,,41.8196,-87.6126,1,7,2014
2014-07-01,Furniture,Chicago,United States,Gary Hansen,0.6,CA-2014-163006,60653,Seth Thomas 13 1/2 Wall Clock,-10,2,Central,14,Home Office,2014-07-05,Second Class,Illinois,Furnishings,4,19,Shipped Late,3,,14.22,-0.7142857142857143,,41.8196,-87.6126,1,7,2014
2014-07-01,Furniture,Los Angeles,United States,John Castell,0.15,CA-2014-109393,90032,"Sauder Facets Collection Library, Sky Alder Finish",5,3,West,436,Consumer,2014-07-03,Second Class,California,Bookcases,2,571,Shipped Early,3,,436.0,0.011467889908256881,,34.0818,-118.1753,-1,7,2014
2014-07-01,Furniture,Memphis,United States,Darrin Van Huff,0.2,CA-2014-125745,38109,Advantus Panel Wall Certificate Holder - 8.5x11,5,2,South,20,Corporate,2014-07-05,Standard Class,Tennessee,Furnishings,4,26,Shipped Early,6,,19.52,0.25,,35.0425,-90.0732,-2,7,2014
2014-07-01,Furniture,New York City,United States,Ralph Arnett,0.0,CA-2014-131695,10024,Executive Impressions 14,10,1,East,22,Consumer,2014-07-07,Standard Class,New York,Furnishings,6,29,Shipped On Time,6,,22.23,0.45454545454545453,,40.7864,-73.9764,0,7,2014
2014-07-01,Furniture,New York City,United States,Sheri Gordon,0.4,US-2014-102890,10011,Bretford CR4500 Series Slim Rectangular Table,-296,5,East,1045,Consumer,2014-07-01,Same Day,New York,Tables,0,1369,Shipped On Time,0,,1044.63,-0.2832535885167464,,40.7402,-73.9996,0,7,2014
2014-07-01,Office Supplies,Las Vegas,United States,Victor Preis,0.2,CA-2014-102946,89115,Tuf-Vin Binders,26,3,West,76,Home Office,2014-07-06,Standard Class,Nevada,Binders,5,99,Shipped Early,6,,75.79,0.34210526315789475,,36.2158,-115.0671,-1,7,2014
2014-07-01,Office Supplies,Los Angeles,United States,Thomas Thornton,0.0,US-2014-113201,90045,Xerox 1919,100,5,West,205,Consumer,2014-07-06,Standard Class,California,Paper,5,269,Shipped Early,6,,204.95,0.4878048780487805,,33.9631,-118.3941,-1,7,2014
2014-07-01,Office Supplies,Mount Vernon,United States,Neil Ducich,0.0,CA-2014-164112,10550,"Dual Level, Single-Width Filing Carts",282,7,East,1085,Corporate,2014-07-05,Standard Class,New York,Storage,4,1422,Shipped Early,6,,1085.42,0.25990783410138246,,40.9079,-73.838,-2,7,2014
2014-07-01,Office Supplies,New York City,United States,Ralph Arnett,0.0,CA-2014-131695,10024,Steel Personal Filing/Posting Tote,67,7,East,249,Consumer,2014-07-07,Standard Class,New York,Storage,6,326,Shipped On Time,6,,248.57,0.26907630522088355,,40.7864,-73.9764,0,7,2014
2014-07-01,Technology,Chicago,United States,Gary Hansen,0.2,CA-2014-163006,60653,Samsung Galaxy S4,125,2,Central,1002,Home Office,2014-07-05,Second Class,Illinois,Phones,4,1312,Shipped Late,3,,1001.58,0.124750499001996,,41.8196,-87.6126,1,7,2014
2014-07-02,Office Supplies,Indianapolis,United States,Karen Ferguson,0.0,US-2014-148362,46203,"Carina Mini System Audio Rack, Model AR050B",13,4,Central,444,Home Office,2014-07-09,Standard Class,Indiana,Storage,7,582,Shipped Late,6,,443.92,0.02927927927927928,,39.743,-86.1179,1,7,2014
2014-07-02,Office Supplies,Indianapolis,United States,Karen Ferguson,0.0,US-2014-148362,46203,Fellowes PB200 Plastic Comb Binding Machine,78,1,Central,170,Home Office,2014-07-09,Standard Class,Indiana,Binders,7,223,Shipped Late,6,,169.99,0.4588235294117647,,39.743,-86.1179,1,7,2014
2014-07-02,Office Supplies,Indianapolis,United States,Karen Ferguson,0.0,US-2014-148362,46203,Xerox 226,12,4,Central,26,Home Office,2014-07-09,Standard Class,Indiana,Paper,7,34,Shipped Late,6,,25.92,0.46153846153846156,,39.743,-86.1179,1,7,2014
2014-07-03,Office Supplies,Houston,United States,Adrian Hane,0.2,CA-2014-107958,77036,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",59,5,Central,164,Home Office,2014-07-06,First Class,Texas,Paper,3,215,Shipped Late,1,,163.96,0.3597560975609756,,29.6984,-95.5405,2,7,2014
2014-07-03,Office Supplies,Houston,United States,Adrian Hane,0.8,CA-2014-107958,77036,Wilson Jones Four-Pocket Poly Binders,-8,4,Central,5,Home Office,2014-07-06,First Class,Texas,Binders,3,7,Shipped Late,1,,5.23,-1.6,,29.6984,-95.5405,2,7,2014
2014-07-04,Furniture,Citrus Heights,United States,Maria Bertelson,0.0,CA-2014-169124,95610,Howard Miller 11-1/2 Diameter Brentwood Wall Clock,54,3,West,129,Consumer,2014-07-11,Standard Class,California,Furnishings,7,170,Shipped Late,6,,129.39,0.4186046511627907,,38.6946,-121.2692,1,7,2014
2014-07-04,Furniture,Columbus,United States,Chuck Sachs,0.0,US-2014-126179,31907,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",6,1,South,24,Consumer,2014-07-08,Standard Class,Georgia,Furnishings,4,31,Shipped Early,6,,23.99,0.25,,32.4779,-84.898,-2,7,2014
2014-07-04,Furniture,Concord,United States,Tony Sayre,0.0,CA-2014-106747,3301,Luxo Professional Combination Clamp-On Lamps,27,1,East,102,Consumer,2014-07-05,First Class,New Hampshire,Furnishings,1,134,Shipped On Time,1,,102.3,0.2647058823529412,,43.2185,-71.5277,0,7,2014
2014-07-04,Furniture,Farmington,United States,Christina Anderson,0.0,CA-2014-140053,87401,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36 x 48",115,9,West,546,Consumer,2014-07-11,Standard Class,New Mexico,Furnishings,7,715,Shipped Late,6,,545.85,0.21062271062271062,,36.7412,-108.1797,1,7,2014
